threshold,tp,tn,fp,fn,tpr,fpr
0.43,90,297,3,210,0.3,0.01
0.44,95,297,3,205,0.316666666667,0.01
0.45,100,297,3,200,0.333333333333,0.01
0.46,103,296,4,197,0.343333333333,0.0133333333333
0.47000000000000003,105,296,4,195,0.35,0.0133333333333
0.48,107,296,4,193,0.356666666667,0.0133333333333
0.49,111,295,5,189,0.37,0.0166666666667
0.5,119,295,5,181,0.396666666667,0.0166666666667
0.51,120,294,6,180,0.4,0.02
0.52,123,293,7,177,0.41,0.0233333333333
0.53,127,292,8,173,0.423333333333,0.0266666666667
0.54,131,292,8,169,0.436666666667,0.0266666666667
0.55,132,291,9,168,0.44,0.03
0.56,138,291,9,162,0.46,0.03
0.5700000000000001,139,291,9,161,0.463333333333,0.03
0.58,143,289,11,157,0.476666666667,0.0366666666667
0.59,145,287,13,155,0.483333333333,0.0433333333333
0.6,147,287,13,153,0.49,0.0433333333333
0.61,153,287,13,147,0.51,0.0433333333333
0.62,163,286,14,137,0.543333333333,0.0466666666667
0.63,167,285,15,133,0.556666666667,0.05
0.64,173,283,17,127,0.576666666667,0.0566666666667
0.65,174,281,19,126,0.58,0.0633333333333
0.66,179,280,20,121,0.596666666667,0.0666666666667
0.67,184,279,21,116,0.613333333333,0.07
0.68,188,279,21,112,0.626666666667,0.07
0.6900000000000001,192,276,24,108,0.64,0.08
0.7000000000000001,193,276,24,107,0.643333333333,0.08
0.71,195,276,24,105,0.65,0.08
0.72,199,276,24,101,0.663333333333,0.08
0.73,203,275,25,97,0.676666666667,0.0833333333333
0.74,207,273,27,93,0.69,0.09
0.75,210,273,27,90,0.7,0.09
0.76,212,273,27,88,0.706666666667,0.09
0.77,214,271,29,86,0.713333333333,0.0966666666667
0.78,219,271,29,81,0.73,0.0966666666667
0.79,220,269,31,80,0.733333333333,0.103333333333
0.8,221,268,32,79,0.736666666667,0.106666666667
0.81,225,265,35,75,0.75,0.116666666667
0.8200000000000001,227,264,36,73,0.756666666667,0.12
0.8300000000000001,227,262,38,73,0.756666666667,0.126666666667
0.84,228,262,38,72,0.76,0.126666666667
0.85,228,262,38,72,0.76,0.126666666667
0.86,231,260,40,69,0.77,0.133333333333
0.87,232,260,40,68,0.773333333333,0.133333333333
0.88,235,259,41,65,0.783333333333,0.136666666667
0.89,236,258,42,64,0.786666666667,0.14
0.9,237,256,44,63,0.79,0.146666666667
0.91,240,255,45,60,0.8,0.15
0.92,242,254,46,58,0.806666666667,0.153333333333
0.93,244,253,47,56,0.813333333333,0.156666666667
0.9400000000000001,245,252,48,55,0.816666666667,0.16
0.9500000000000001,248,252,48,52,0.826666666667,0.16
0.96,251,250,50,49,0.836666666667,0.166666666667
0.97,252,245,55,48,0.84,0.183333333333
0.98,252,243,57,48,0.84,0.19
0.99,252,240,60,48,0.84,0.2
1.0,253,240,60,47,0.843333333333,0.2
1.01,253,239,61,47,0.843333333333,0.203333333333
1.02,253,238,62,47,0.843333333333,0.206666666667
1.03,254,236,64,46,0.846666666667,0.213333333333
1.04,256,233,67,44,0.853333333333,0.223333333333
1.05,259,231,69,41,0.863333333333,0.23
1.06,260,225,75,40,0.866666666667,0.25
1.07,264,223,77,36,0.88,0.256666666667
1.08,265,223,77,35,0.883333333333,0.256666666667
1.09,265,221,79,35,0.883333333333,0.263333333333
1.1,265,220,80,35,0.883333333333,0.266666666667
1.11,267,215,85,33,0.89,0.283333333333
1.12,270,215,85,30,0.9,0.283333333333
1.1300000000000001,272,211,89,28,0.906666666667,0.296666666667
1.1400000000000001,273,210,90,27,0.91,0.3
1.1500000000000001,274,207,93,26,0.913333333333,0.31
1.16,276,207,93,24,0.92,0.31
1.17,277,204,96,23,0.923333333333,0.32
1.18,278,202,98,22,0.926666666667,0.326666666667
1.19,278,200,100,22,0.926666666667,0.333333333333
1.2,279,196,104,21,0.93,0.346666666667
1.21,279,191,109,21,0.93,0.363333333333
1.22,280,189,111,20,0.933333333333,0.37
1.23,280,188,112,20,0.933333333333,0.373333333333
1.24,281,187,113,19,0.936666666667,0.376666666667
1.25,281,186,114,19,0.936666666667,0.38
1.26,282,182,118,18,0.94,0.393333333333
1.27,283,179,121,17,0.943333333333,0.403333333333
1.28,283,176,124,17,0.943333333333,0.413333333333
1.29,283,173,127,17,0.943333333333,0.423333333333
1.3,283,171,129,17,0.943333333333,0.43
1.31,283,171,129,17,0.943333333333,0.43
1.32,284,170,130,16,0.946666666667,0.433333333333
1.33,285,169,131,15,0.95,0.436666666667
1.34,286,168,132,14,0.953333333333,0.44
1.35,286,168,132,14,0.953333333333,0.44
1.36,288,165,135,12,0.96,0.45
1.37,288,164,136,12,0.96,0.453333333333
1.3800000000000001,288,163,137,12,0.96,0.456666666667
1.3900000000000001,289,162,138,11,0.963333333333,0.46
1.4000000000000001,291,159,141,9,0.97,0.47
1.41,291,156,144,9,0.97,0.48
1.42,291,154,146,9,0.97,0.486666666667
1.43,292,150,150,8,0.973333333333,0.5
1.44,293,150,150,7,0.976666666667,0.5
1.45,294,149,151,6,0.98,0.503333333333
1.46,295,147,153,5,0.983333333333,0.51
1.47,295,145,155,5,0.983333333333,0.516666666667
1.48,295,142,158,5,0.983333333333,0.526666666667
1.49,295,139,161,5,0.983333333333,0.536666666667
1.5,296,137,163,4,0.986666666667,0.543333333333
1.51,296,137,163,4,0.986666666667,0.543333333333
1.52,296,133,167,4,0.986666666667,0.556666666667
1.53,296,131,169,4,0.986666666667,0.563333333333
1.54,296,127,173,4,0.986666666667,0.576666666667
1.55,296,124,176,4,0.986666666667,0.586666666667
1.56,296,123,177,4,0.986666666667,0.59
1.57,296,121,179,4,0.986666666667,0.596666666667
1.58,296,121,179,4,0.986666666667,0.596666666667
1.59,296,121,179,4,0.986666666667,0.596666666667
1.6,296,121,179,4,0.986666666667,0.596666666667
1.61,298,121,179,2,0.993333333333,0.596666666667
1.62,298,120,180,2,0.993333333333,0.6
1.6300000000000001,298,119,181,2,0.993333333333,0.603333333333
1.6400000000000001,298,118,182,2,0.993333333333,0.606666666667
1.6500000000000001,298,116,184,2,0.993333333333,0.613333333333
1.6600000000000001,298,114,186,2,0.993333333333,0.62
1.67,298,110,190,2,0.993333333333,0.633333333333
1.68,298,109,191,2,0.993333333333,0.636666666667
1.69,298,105,195,2,0.993333333333,0.65
1.7,298,102,198,2,0.993333333333,0.66
1.71,298,100,200,2,0.993333333333,0.666666666667
1.72,298,96,204,2,0.993333333333,0.68
1.73,299,94,206,1,0.996666666667,0.686666666667
1.74,299,93,207,1,0.996666666667,0.69
1.75,299,93,207,1,0.996666666667,0.69
1.76,299,91,209,1,0.996666666667,0.696666666667
1.77,299,87,213,1,0.996666666667,0.71
1.78,300,83,217,0,1.0,0.723333333333
1.79,300,83,217,0,1.0,0.723333333333
1.8,300,79,221,0,1.0,0.736666666667
1.81,300,77,223,0,1.0,0.743333333333
1.82,300,76,224,0,1.0,0.746666666667
1.83,300,76,224,0,1.0,0.746666666667
1.84,300,74,226,0,1.0,0.753333333333
1.85,300,74,226,0,1.0,0.753333333333
1.86,300,74,226,0,1.0,0.753333333333
1.87,300,73,227,0,1.0,0.756666666667
1.8800000000000001,300,71,229,0,1.0,0.763333333333
1.8900000000000001,300,70,230,0,1.0,0.766666666667
1.9000000000000001,300,68,232,0,1.0,0.773333333333
1.9100000000000001,300,67,233,0,1.0,0.776666666667
1.92,300,65,235,0,1.0,0.783333333333
1.93,300,63,237,0,1.0,0.79
1.94,300,61,239,0,1.0,0.796666666667
1.95,300,57,243,0,1.0,0.81
1.96,300,56,244,0,1.0,0.813333333333
1.97,300,56,244,0,1.0,0.813333333333
1.98,300,55,245,0,1.0,0.816666666667
1.99,300,51,249,0,1.0,0.83
2.0,300,49,251,0,1.0,0.836666666667
2.0100000000000002,300,48,252,0,1.0,0.84
2.02,300,46,254,0,1.0,0.846666666667
2.0300000000000002,300,44,256,0,1.0,0.853333333333
2.04,300,41,259,0,1.0,0.863333333333
2.05,300,38,262,0,1.0,0.873333333333
2.06,300,37,263,0,1.0,0.876666666667
2.07,300,36,264,0,1.0,0.88
2.08,300,35,265,0,1.0,0.883333333333
2.09,300,33,267,0,1.0,0.89
2.1,300,31,269,0,1.0,0.896666666667
2.11,300,31,269,0,1.0,0.896666666667
2.12,300,31,269,0,1.0,0.896666666667
2.13,300,29,271,0,1.0,0.903333333333
2.14,300,27,273,0,1.0,0.91
2.15,300,27,273,0,1.0,0.91
2.16,300,26,274,0,1.0,0.913333333333
2.17,300,24,276,0,1.0,0.92
2.18,300,23,277,0,1.0,0.923333333333
2.19,300,22,278,0,1.0,0.926666666667
2.2,300,22,278,0,1.0,0.926666666667
2.21,300,20,280,0,1.0,0.933333333333
2.22,300,20,280,0,1.0,0.933333333333
2.23,300,18,282,0,1.0,0.94
2.24,300,17,283,0,1.0,0.943333333333
2.25,300,17,283,0,1.0,0.943333333333
2.2600000000000002,300,15,285,0,1.0,0.95
2.27,300,15,285,0,1.0,0.95
2.2800000000000002,300,14,286,0,1.0,0.953333333333
2.29,300,14,286,0,1.0,0.953333333333
2.3000000000000003,300,13,287,0,1.0,0.956666666667
2.31,300,12,288,0,1.0,0.96
2.32,300,11,289,0,1.0,0.963333333333
2.33,300,11,289,0,1.0,0.963333333333
2.34,300,11,289,0,1.0,0.963333333333
2.35,300,11,289,0,1.0,0.963333333333
2.36,300,10,290,0,1.0,0.966666666667
2.37,300,8,292,0,1.0,0.973333333333
2.38,300,8,292,0,1.0,0.973333333333
2.39,300,7,293,0,1.0,0.976666666667
2.4,300,6,294,0,1.0,0.98
2.41,300,5,295,0,1.0,0.983333333333
2.42,300,5,295,0,1.0,0.983333333333
2.43,300,5,295,0,1.0,0.983333333333
2.44,300,4,296,0,1.0,0.986666666667
2.45,300,4,296,0,1.0,0.986666666667
2.46,300,4,296,0,1.0,0.986666666667
2.47,300,4,296,0,1.0,0.986666666667
2.48,300,3,297,0,1.0,0.99
2.49,300,2,298,0,1.0,0.993333333333
2.5,300,2,298,0,1.0,0.993333333333
2.5100000000000002,300,2,298,0,1.0,0.993333333333
2.52,300,2,298,0,1.0,0.993333333333
2.5300000000000002,300,2,298,0,1.0,0.993333333333
2.54,300,2,298,0,1.0,0.993333333333
2.5500000000000003,300,2,298,0,1.0,0.993333333333
2.56,300,2,298,0,1.0,0.993333333333
2.57,300,2,298,0,1.0,0.993333333333
2.58,300,2,298,0,1.0,0.993333333333
2.59,300,2,298,0,1.0,0.993333333333
2.6,300,2,298,0,1.0,0.993333333333
2.61,300,2,298,0,1.0,0.993333333333
2.62,300,1,299,0,1.0,0.996666666667
2.63,300,1,299,0,1.0,0.996666666667
2.64,300,1,299,0,1.0,0.996666666667
2.65,300,1,299,0,1.0,0.996666666667
2.66,300,1,299,0,1.0,0.996666666667
2.67,300,0,300,0,1.0,1.0
4.0,300,0,300,0,1.0,1.0
