threshold,tp,tn,fp,fn,tpr,fpr
0.42,72,299,1,228,0.24,0.00333333333333
0.43,75,299,1,225,0.25,0.00333333333333
0.44,77,299,1,223,0.256666666667,0.00333333333333
0.45,81,299,1,219,0.27,0.00333333333333
0.46,85,299,1,215,0.283333333333,0.00333333333333
0.47000000000000003,89,299,1,211,0.296666666667,0.00333333333333
0.48,90,298,2,210,0.3,0.00666666666667
0.49,97,298,2,203,0.323333333333,0.00666666666667
0.5,103,298,2,197,0.343333333333,0.00666666666667
0.51,109,297,3,191,0.363333333333,0.01
0.52,113,297,3,187,0.376666666667,0.01
0.53,117,297,3,183,0.39,0.01
0.54,117,297,3,183,0.39,0.01
0.55,122,297,3,178,0.406666666667,0.01
0.56,124,296,4,176,0.413333333333,0.0133333333333
0.5700000000000001,124,296,4,176,0.413333333333,0.0133333333333
0.58,124,296,4,176,0.413333333333,0.0133333333333
0.59,126,296,4,174,0.42,0.0133333333333
0.6,129,296,4,171,0.43,0.0133333333333
0.61,132,296,4,168,0.44,0.0133333333333
0.62,137,296,4,163,0.456666666667,0.0133333333333
0.63,142,294,6,158,0.473333333333,0.02
0.64,146,293,7,154,0.486666666667,0.0233333333333
0.65,146,292,8,154,0.486666666667,0.0266666666667
0.66,151,291,9,149,0.503333333333,0.03
0.67,153,291,9,147,0.51,0.03
0.68,156,290,10,144,0.52,0.0333333333333
0.6900000000000001,158,290,10,142,0.526666666667,0.0333333333333
0.7000000000000001,168,288,12,132,0.56,0.04
0.71,172,287,13,128,0.573333333333,0.0433333333333
0.72,174,286,14,126,0.58,0.0466666666667
0.73,178,286,14,122,0.593333333333,0.0466666666667
0.74,181,286,14,119,0.603333333333,0.0466666666667
0.75,184,286,14,116,0.613333333333,0.0466666666667
0.76,191,284,16,109,0.636666666667,0.0533333333333
0.77,194,284,16,106,0.646666666667,0.0533333333333
0.78,197,281,19,103,0.656666666667,0.0633333333333
0.79,200,279,21,100,0.666666666667,0.07
0.8,205,277,23,95,0.683333333333,0.0766666666667
0.81,208,276,24,92,0.693333333333,0.08
0.8200000000000001,211,275,25,89,0.703333333333,0.0833333333333
0.8300000000000001,213,275,25,87,0.71,0.0833333333333
0.84,215,275,25,85,0.716666666667,0.0833333333333
0.85,218,275,25,82,0.726666666667,0.0833333333333
0.86,218,272,28,82,0.726666666667,0.0933333333333
0.87,219,271,29,81,0.73,0.0966666666667
0.88,224,269,31,76,0.746666666667,0.103333333333
0.89,225,268,32,75,0.75,0.106666666667
0.9,227,268,32,73,0.756666666667,0.106666666667
0.91,227,268,32,73,0.756666666667,0.106666666667
0.92,228,266,34,72,0.76,0.113333333333
0.93,233,266,34,67,0.776666666667,0.113333333333
0.9400000000000001,236,266,34,64,0.786666666667,0.113333333333
0.9500000000000001,238,264,36,62,0.793333333333,0.12
0.96,239,260,40,61,0.796666666667,0.133333333333
0.97,242,259,41,58,0.806666666667,0.136666666667
0.98,247,257,43,53,0.823333333333,0.143333333333
0.99,248,257,43,52,0.826666666667,0.143333333333
1.0,251,256,44,49,0.836666666667,0.146666666667
1.01,251,251,49,49,0.836666666667,0.163333333333
1.02,253,251,49,47,0.843333333333,0.163333333333
1.03,255,250,50,45,0.85,0.166666666667
1.04,257,247,53,43,0.856666666667,0.176666666667
1.05,259,244,56,41,0.863333333333,0.186666666667
1.06,260,242,58,40,0.866666666667,0.193333333333
1.07,260,240,60,40,0.866666666667,0.2
1.08,260,240,60,40,0.866666666667,0.2
1.09,261,239,61,39,0.87,0.203333333333
1.1,262,238,62,38,0.873333333333,0.206666666667
1.11,263,237,63,37,0.876666666667,0.21
1.12,264,233,67,36,0.88,0.223333333333
1.1300000000000001,266,231,69,34,0.886666666667,0.23
1.1400000000000001,267,231,69,33,0.89,0.23
1.1500000000000001,268,230,70,32,0.893333333333,0.233333333333
1.16,269,230,70,31,0.896666666667,0.233333333333
1.17,270,228,72,30,0.9,0.24
1.18,271,224,76,29,0.903333333333,0.253333333333
1.19,272,218,82,28,0.906666666667,0.273333333333
1.2,272,217,83,28,0.906666666667,0.276666666667
1.21,272,217,83,28,0.906666666667,0.276666666667
1.22,273,215,85,27,0.91,0.283333333333
1.23,273,212,88,27,0.91,0.293333333333
1.24,274,211,89,26,0.913333333333,0.296666666667
1.25,276,208,92,24,0.92,0.306666666667
1.26,278,204,96,22,0.926666666667,0.32
1.27,278,203,97,22,0.926666666667,0.323333333333
1.28,278,203,97,22,0.926666666667,0.323333333333
1.29,278,202,98,22,0.926666666667,0.326666666667
1.3,278,201,99,22,0.926666666667,0.33
1.31,278,201,99,22,0.926666666667,0.33
1.32,278,198,102,22,0.926666666667,0.34
1.33,278,198,102,22,0.926666666667,0.34
1.34,278,198,102,22,0.926666666667,0.34
1.35,278,197,103,22,0.926666666667,0.343333333333
1.36,278,197,103,22,0.926666666667,0.343333333333
1.37,278,194,106,22,0.926666666667,0.353333333333
1.3800000000000001,279,193,107,21,0.93,0.356666666667
1.3900000000000001,279,190,110,21,0.93,0.366666666667
1.4000000000000001,279,187,113,21,0.93,0.376666666667
1.41,280,185,115,20,0.933333333333,0.383333333333
1.42,281,182,118,19,0.936666666667,0.393333333333
1.43,282,181,119,18,0.94,0.396666666667
1.44,284,178,122,16,0.946666666667,0.406666666667
1.45,285,175,125,15,0.95,0.416666666667
1.46,285,172,128,15,0.95,0.426666666667
1.47,287,170,130,13,0.956666666667,0.433333333333
1.48,288,165,135,12,0.96,0.45
1.49,288,163,137,12,0.96,0.456666666667
1.5,289,157,143,11,0.963333333333,0.476666666667
1.51,289,153,147,11,0.963333333333,0.49
1.52,289,150,150,11,0.963333333333,0.5
1.53,289,146,154,11,0.963333333333,0.513333333333
1.54,290,142,158,10,0.966666666667,0.526666666667
1.55,290,140,160,10,0.966666666667,0.533333333333
1.56,290,137,163,10,0.966666666667,0.543333333333
1.57,290,137,163,10,0.966666666667,0.543333333333
1.58,290,134,166,10,0.966666666667,0.553333333333
1.59,291,133,167,9,0.97,0.556666666667
1.6,291,131,169,9,0.97,0.563333333333
1.61,292,127,173,8,0.973333333333,0.576666666667
1.62,292,125,175,8,0.973333333333,0.583333333333
1.6300000000000001,292,123,177,8,0.973333333333,0.59
1.6400000000000001,292,117,183,8,0.973333333333,0.61
1.6500000000000001,292,115,185,8,0.973333333333,0.616666666667
1.6600000000000001,292,115,185,8,0.973333333333,0.616666666667
1.67,292,114,186,8,0.973333333333,0.62
1.68,292,112,188,8,0.973333333333,0.626666666667
1.69,292,111,189,8,0.973333333333,0.63
1.7,293,110,190,7,0.976666666667,0.633333333333
1.71,294,107,193,6,0.98,0.643333333333
1.72,294,105,195,6,0.98,0.65
1.73,294,102,198,6,0.98,0.66
1.74,294,101,199,6,0.98,0.663333333333
1.75,294,100,200,6,0.98,0.666666666667
1.76,294,98,202,6,0.98,0.673333333333
1.77,294,96,204,6,0.98,0.68
1.78,294,94,206,6,0.98,0.686666666667
1.79,295,93,207,5,0.983333333333,0.69
1.8,296,92,208,4,0.986666666667,0.693333333333
1.81,296,92,208,4,0.986666666667,0.693333333333
1.82,296,89,211,4,0.986666666667,0.703333333333
1.83,296,86,214,4,0.986666666667,0.713333333333
1.84,296,85,215,4,0.986666666667,0.716666666667
1.85,297,81,219,3,0.99,0.73
1.86,297,81,219,3,0.99,0.73
1.87,297,80,220,3,0.99,0.733333333333
1.8800000000000001,297,78,222,3,0.99,0.74
1.8900000000000001,297,75,225,3,0.99,0.75
1.9000000000000001,297,73,227,3,0.99,0.756666666667
1.9100000000000001,298,71,229,2,0.993333333333,0.763333333333
1.92,298,69,231,2,0.993333333333,0.77
1.93,298,66,234,2,0.993333333333,0.78
1.94,298,64,236,2,0.993333333333,0.786666666667
1.95,298,63,237,2,0.993333333333,0.79
1.96,298,63,237,2,0.993333333333,0.79
1.97,298,61,239,2,0.993333333333,0.796666666667
1.98,298,57,243,2,0.993333333333,0.81
1.99,298,56,244,2,0.993333333333,0.813333333333
2.0,298,56,244,2,0.993333333333,0.813333333333
2.0100000000000002,298,55,245,2,0.993333333333,0.816666666667
2.02,299,55,245,1,0.996666666667,0.816666666667
2.0300000000000002,299,52,248,1,0.996666666667,0.826666666667
2.04,300,48,252,0,1.0,0.84
2.05,300,48,252,0,1.0,0.84
2.06,300,48,252,0,1.0,0.84
2.07,300,48,252,0,1.0,0.84
2.08,300,47,253,0,1.0,0.843333333333
2.09,300,46,254,0,1.0,0.846666666667
2.1,300,45,255,0,1.0,0.85
2.11,300,43,257,0,1.0,0.856666666667
2.12,300,42,258,0,1.0,0.86
2.13,300,40,260,0,1.0,0.866666666667
2.14,300,38,262,0,1.0,0.873333333333
2.15,300,38,262,0,1.0,0.873333333333
2.16,300,35,265,0,1.0,0.883333333333
2.17,300,33,267,0,1.0,0.89
2.18,300,32,268,0,1.0,0.893333333333
2.19,300,31,269,0,1.0,0.896666666667
2.2,300,28,272,0,1.0,0.906666666667
2.21,300,28,272,0,1.0,0.906666666667
2.22,300,27,273,0,1.0,0.91
2.23,300,27,273,0,1.0,0.91
2.24,300,27,273,0,1.0,0.91
2.25,300,25,275,0,1.0,0.916666666667
2.2600000000000002,300,24,276,0,1.0,0.92
2.27,300,24,276,0,1.0,0.92
2.2800000000000002,300,24,276,0,1.0,0.92
2.29,300,22,278,0,1.0,0.926666666667
2.3000000000000003,300,22,278,0,1.0,0.926666666667
2.31,300,21,279,0,1.0,0.93
2.32,300,21,279,0,1.0,0.93
2.33,300,20,280,0,1.0,0.933333333333
2.34,300,17,283,0,1.0,0.943333333333
2.35,300,16,284,0,1.0,0.946666666667
2.36,300,16,284,0,1.0,0.946666666667
2.37,300,15,285,0,1.0,0.95
2.38,300,13,287,0,1.0,0.956666666667
2.39,300,11,289,0,1.0,0.963333333333
2.4,300,10,290,0,1.0,0.966666666667
2.41,300,9,291,0,1.0,0.97
2.42,300,9,291,0,1.0,0.97
2.43,300,8,292,0,1.0,0.973333333333
2.44,300,8,292,0,1.0,0.973333333333
2.45,300,8,292,0,1.0,0.973333333333
2.46,300,8,292,0,1.0,0.973333333333
2.47,300,8,292,0,1.0,0.973333333333
2.48,300,7,293,0,1.0,0.976666666667
2.49,300,7,293,0,1.0,0.976666666667
2.5,300,5,295,0,1.0,0.983333333333
2.5100000000000002,300,4,296,0,1.0,0.986666666667
2.52,300,4,296,0,1.0,0.986666666667
2.5300000000000002,300,4,296,0,1.0,0.986666666667
2.54,300,4,296,0,1.0,0.986666666667
2.5500000000000003,300,4,296,0,1.0,0.986666666667
2.56,300,4,296,0,1.0,0.986666666667
2.57,300,4,296,0,1.0,0.986666666667
2.58,300,4,296,0,1.0,0.986666666667
2.59,300,4,296,0,1.0,0.986666666667
2.6,300,4,296,0,1.0,0.986666666667
2.61,300,3,297,0,1.0,0.99
2.62,300,3,297,0,1.0,0.99
2.63,300,3,297,0,1.0,0.99
2.64,300,3,297,0,1.0,0.99
2.65,300,3,297,0,1.0,0.99
2.66,300,2,298,0,1.0,0.993333333333
2.67,300,2,298,0,1.0,0.993333333333
2.68,300,2,298,0,1.0,0.993333333333
2.69,300,2,298,0,1.0,0.993333333333
2.7,300,2,298,0,1.0,0.993333333333
2.71,300,2,298,0,1.0,0.993333333333
2.72,300,1,299,0,1.0,0.996666666667
2.73,300,1,299,0,1.0,0.996666666667
2.74,300,0,300,0,1.0,1.0
4.0,300,0,300,0,1.0,1.0
