threshold,tp,tn,fp,fn,tpr,fpr
0.44,69,300,0,231,0.23,0.0
0.45,72,300,0,228,0.24,0.0
0.46,77,300,0,223,0.256666666667,0.0
0.47000000000000003,82,300,0,218,0.273333333333,0.0
0.48,86,299,1,214,0.286666666667,0.00333333333333
0.49,90,298,2,210,0.3,0.00666666666667
0.5,94,298,2,206,0.313333333333,0.00666666666667
0.51,99,298,2,201,0.33,0.00666666666667
0.52,101,298,2,199,0.336666666667,0.00666666666667
0.53,102,298,2,198,0.34,0.00666666666667
0.54,105,298,2,195,0.35,0.00666666666667
0.55,109,297,3,191,0.363333333333,0.01
0.56,115,296,4,185,0.383333333333,0.0133333333333
0.5700000000000001,117,296,4,183,0.39,0.0133333333333
0.58,124,295,5,176,0.413333333333,0.0166666666667
0.59,129,294,6,171,0.43,0.02
0.6,132,294,6,168,0.44,0.02
0.61,136,294,6,164,0.453333333333,0.02
0.62,137,294,6,163,0.456666666667,0.02
0.63,141,294,6,159,0.47,0.02
0.64,148,292,8,152,0.493333333333,0.0266666666667
0.65,151,292,8,149,0.503333333333,0.0266666666667
0.66,154,291,9,146,0.513333333333,0.03
0.67,157,291,9,143,0.523333333333,0.03
0.68,160,289,11,140,0.533333333333,0.0366666666667
0.6900000000000001,165,288,12,135,0.55,0.04
0.7000000000000001,170,286,14,130,0.566666666667,0.0466666666667
0.71,172,286,14,128,0.573333333333,0.0466666666667
0.72,176,285,15,124,0.586666666667,0.05
0.73,179,283,17,121,0.596666666667,0.0566666666667
0.74,181,282,18,119,0.603333333333,0.06
0.75,182,281,19,118,0.606666666667,0.0633333333333
0.76,184,281,19,116,0.613333333333,0.0633333333333
0.77,187,280,20,113,0.623333333333,0.0666666666667
0.78,190,280,20,110,0.633333333333,0.0666666666667
0.79,192,280,20,108,0.64,0.0666666666667
0.8,195,278,22,105,0.65,0.0733333333333
0.81,200,277,23,100,0.666666666667,0.0766666666667
0.8200000000000001,205,276,24,95,0.683333333333,0.08
0.8300000000000001,210,275,25,90,0.7,0.0833333333333
0.84,212,275,25,88,0.706666666667,0.0833333333333
0.85,213,272,28,87,0.71,0.0933333333333
0.86,218,272,28,82,0.726666666667,0.0933333333333
0.87,220,272,28,80,0.733333333333,0.0933333333333
0.88,220,271,29,80,0.733333333333,0.0966666666667
0.89,222,267,33,78,0.74,0.11
0.9,224,266,34,76,0.746666666667,0.113333333333
0.91,225,266,34,75,0.75,0.113333333333
0.92,225,265,35,75,0.75,0.116666666667
0.93,227,263,37,73,0.756666666667,0.123333333333
0.9400000000000001,228,261,39,72,0.76,0.13
0.9500000000000001,230,258,42,70,0.766666666667,0.14
0.96,232,256,44,68,0.773333333333,0.146666666667
0.97,234,256,44,66,0.78,0.146666666667
0.98,236,254,46,64,0.786666666667,0.153333333333
0.99,237,250,50,63,0.79,0.166666666667
1.0,241,250,50,59,0.803333333333,0.166666666667
1.01,241,246,54,59,0.803333333333,0.18
1.02,243,242,58,57,0.81,0.193333333333
1.03,246,241,59,54,0.82,0.196666666667
1.04,249,240,60,51,0.83,0.2
1.05,249,237,63,51,0.83,0.21
1.06,249,234,66,51,0.83,0.22
1.07,249,232,68,51,0.83,0.226666666667
1.08,250,231,69,50,0.833333333333,0.23
1.09,251,229,71,49,0.836666666667,0.236666666667
1.1,251,227,73,49,0.836666666667,0.243333333333
1.11,251,226,74,49,0.836666666667,0.246666666667
1.12,251,226,74,49,0.836666666667,0.246666666667
1.1300000000000001,253,226,74,47,0.843333333333,0.246666666667
1.1400000000000001,253,224,76,47,0.843333333333,0.253333333333
1.1500000000000001,259,222,78,41,0.863333333333,0.26
1.16,259,222,78,41,0.863333333333,0.26
1.17,261,218,82,39,0.87,0.273333333333
1.18,263,217,83,37,0.876666666667,0.276666666667
1.19,265,214,86,35,0.883333333333,0.286666666667
1.2,269,213,87,31,0.896666666667,0.29
1.21,269,211,89,31,0.896666666667,0.296666666667
1.22,270,211,89,30,0.9,0.296666666667
1.23,271,211,89,29,0.903333333333,0.296666666667
1.24,272,209,91,28,0.906666666667,0.303333333333
1.25,273,207,93,27,0.91,0.31
1.26,274,205,95,26,0.913333333333,0.316666666667
1.27,274,202,98,26,0.913333333333,0.326666666667
1.28,277,200,100,23,0.923333333333,0.333333333333
1.29,278,199,101,22,0.926666666667,0.336666666667
1.3,279,199,101,21,0.93,0.336666666667
1.31,280,198,102,20,0.933333333333,0.34
1.32,280,196,104,20,0.933333333333,0.346666666667
1.33,280,192,108,20,0.933333333333,0.36
1.34,283,190,110,17,0.943333333333,0.366666666667
1.35,285,188,112,15,0.95,0.373333333333
1.36,285,185,115,15,0.95,0.383333333333
1.37,285,183,117,15,0.95,0.39
1.3800000000000001,285,179,121,15,0.95,0.403333333333
1.3900000000000001,286,177,123,14,0.953333333333,0.41
1.4000000000000001,286,176,124,14,0.953333333333,0.413333333333
1.41,286,172,128,14,0.953333333333,0.426666666667
1.42,286,170,130,14,0.953333333333,0.433333333333
1.43,286,169,131,14,0.953333333333,0.436666666667
1.44,286,168,132,14,0.953333333333,0.44
1.45,287,167,133,13,0.956666666667,0.443333333333
1.46,287,164,136,13,0.956666666667,0.453333333333
1.47,287,160,140,13,0.956666666667,0.466666666667
1.48,288,157,143,12,0.96,0.476666666667
1.49,288,152,148,12,0.96,0.493333333333
1.5,289,148,152,11,0.963333333333,0.506666666667
1.51,289,146,154,11,0.963333333333,0.513333333333
1.52,290,145,155,10,0.966666666667,0.516666666667
1.53,290,141,159,10,0.966666666667,0.53
1.54,291,141,159,9,0.97,0.53
1.55,292,139,161,8,0.973333333333,0.536666666667
1.56,292,138,162,8,0.973333333333,0.54
1.57,292,137,163,8,0.973333333333,0.543333333333
1.58,292,136,164,8,0.973333333333,0.546666666667
1.59,292,134,166,8,0.973333333333,0.553333333333
1.6,293,130,170,7,0.976666666667,0.566666666667
1.61,294,129,171,6,0.98,0.57
1.62,294,124,176,6,0.98,0.586666666667
1.6300000000000001,294,119,181,6,0.98,0.603333333333
1.6400000000000001,294,116,184,6,0.98,0.613333333333
1.6500000000000001,294,113,187,6,0.98,0.623333333333
1.6600000000000001,294,109,191,6,0.98,0.636666666667
1.67,294,108,192,6,0.98,0.64
1.68,294,106,194,6,0.98,0.646666666667
1.69,294,99,201,6,0.98,0.67
1.7,294,98,202,6,0.98,0.673333333333
1.71,294,98,202,6,0.98,0.673333333333
1.72,294,95,205,6,0.98,0.683333333333
1.73,295,92,208,5,0.983333333333,0.693333333333
1.74,295,90,210,5,0.983333333333,0.7
1.75,296,84,216,4,0.986666666667,0.72
1.76,296,83,217,4,0.986666666667,0.723333333333
1.77,296,82,218,4,0.986666666667,0.726666666667
1.78,296,80,220,4,0.986666666667,0.733333333333
1.79,296,77,223,4,0.986666666667,0.743333333333
1.8,297,74,226,3,0.99,0.753333333333
1.81,298,72,228,2,0.993333333333,0.76
1.82,298,71,229,2,0.993333333333,0.763333333333
1.83,298,69,231,2,0.993333333333,0.77
1.84,298,68,232,2,0.993333333333,0.773333333333
1.85,299,67,233,1,0.996666666667,0.776666666667
1.86,299,66,234,1,0.996666666667,0.78
1.87,299,64,236,1,0.996666666667,0.786666666667
1.8800000000000001,299,62,238,1,0.996666666667,0.793333333333
1.8900000000000001,299,60,240,1,0.996666666667,0.8
1.9000000000000001,299,58,242,1,0.996666666667,0.806666666667
1.9100000000000001,299,56,244,1,0.996666666667,0.813333333333
1.92,299,55,245,1,0.996666666667,0.816666666667
1.93,299,54,246,1,0.996666666667,0.82
1.94,299,51,249,1,0.996666666667,0.83
1.95,299,47,253,1,0.996666666667,0.843333333333
1.96,299,43,257,1,0.996666666667,0.856666666667
1.97,299,42,258,1,0.996666666667,0.86
1.98,299,41,259,1,0.996666666667,0.863333333333
1.99,299,41,259,1,0.996666666667,0.863333333333
2.0,299,40,260,1,0.996666666667,0.866666666667
2.0100000000000002,299,40,260,1,0.996666666667,0.866666666667
2.02,299,40,260,1,0.996666666667,0.866666666667
2.0300000000000002,299,38,262,1,0.996666666667,0.873333333333
2.04,299,36,264,1,0.996666666667,0.88
2.05,299,36,264,1,0.996666666667,0.88
2.06,299,36,264,1,0.996666666667,0.88
2.07,299,33,267,1,0.996666666667,0.89
2.08,299,32,268,1,0.996666666667,0.893333333333
2.09,299,30,270,1,0.996666666667,0.9
2.1,299,28,272,1,0.996666666667,0.906666666667
2.11,299,27,273,1,0.996666666667,0.91
2.12,299,27,273,1,0.996666666667,0.91
2.13,299,26,274,1,0.996666666667,0.913333333333
2.14,299,25,275,1,0.996666666667,0.916666666667
2.15,299,24,276,1,0.996666666667,0.92
2.16,299,24,276,1,0.996666666667,0.92
2.17,299,24,276,1,0.996666666667,0.92
2.18,299,23,277,1,0.996666666667,0.923333333333
2.19,299,23,277,1,0.996666666667,0.923333333333
2.2,299,22,278,1,0.996666666667,0.926666666667
2.21,299,21,279,1,0.996666666667,0.93
2.22,299,20,280,1,0.996666666667,0.933333333333
2.23,299,19,281,1,0.996666666667,0.936666666667
2.24,299,18,282,1,0.996666666667,0.94
2.25,299,18,282,1,0.996666666667,0.94
2.2600000000000002,299,17,283,1,0.996666666667,0.943333333333
2.27,299,16,284,1,0.996666666667,0.946666666667
2.2800000000000002,300,14,286,0,1.0,0.953333333333
2.29,300,13,287,0,1.0,0.956666666667
2.3000000000000003,300,12,288,0,1.0,0.96
2.31,300,11,289,0,1.0,0.963333333333
2.32,300,11,289,0,1.0,0.963333333333
2.33,300,11,289,0,1.0,0.963333333333
2.34,300,10,290,0,1.0,0.966666666667
2.35,300,8,292,0,1.0,0.973333333333
2.36,300,7,293,0,1.0,0.976666666667
2.37,300,6,294,0,1.0,0.98
2.38,300,6,294,0,1.0,0.98
2.39,300,6,294,0,1.0,0.98
2.4,300,4,296,0,1.0,0.986666666667
2.41,300,4,296,0,1.0,0.986666666667
2.42,300,4,296,0,1.0,0.986666666667
2.43,300,4,296,0,1.0,0.986666666667
2.44,300,4,296,0,1.0,0.986666666667
2.45,300,4,296,0,1.0,0.986666666667
2.46,300,4,296,0,1.0,0.986666666667
2.47,300,4,296,0,1.0,0.986666666667
2.48,300,3,297,0,1.0,0.99
2.49,300,2,298,0,1.0,0.993333333333
2.5,300,2,298,0,1.0,0.993333333333
2.5100000000000002,300,2,298,0,1.0,0.993333333333
2.52,300,2,298,0,1.0,0.993333333333
2.5300000000000002,300,2,298,0,1.0,0.993333333333
2.54,300,1,299,0,1.0,0.996666666667
2.5500000000000003,300,1,299,0,1.0,0.996666666667
2.56,300,1,299,0,1.0,0.996666666667
2.57,300,1,299,0,1.0,0.996666666667
2.58,300,1,299,0,1.0,0.996666666667
2.59,300,1,299,0,1.0,0.996666666667
2.6,300,1,299,0,1.0,0.996666666667
2.61,300,1,299,0,1.0,0.996666666667
2.62,300,1,299,0,1.0,0.996666666667
2.63,300,0,300,0,1.0,1.0
4.0,300,0,300,0,1.0,1.0
