threshold,tp,tn,fp,fn,tpr,fpr
0.44,66,299,1,234,0.22,0.00333333333333
0.45,71,299,1,229,0.236666666667,0.00333333333333
0.46,73,299,1,227,0.243333333333,0.00333333333333
0.47000000000000003,75,298,2,225,0.25,0.00666666666667
0.48,79,297,3,221,0.263333333333,0.01
0.49,82,296,4,218,0.273333333333,0.0133333333333
0.5,87,296,4,213,0.29,0.0133333333333
0.51,91,296,4,209,0.303333333333,0.0133333333333
0.52,92,296,4,208,0.306666666667,0.0133333333333
0.53,93,295,5,207,0.31,0.0166666666667
0.54,99,295,5,201,0.33,0.0166666666667
0.55,102,295,5,198,0.34,0.0166666666667
0.56,107,292,8,193,0.356666666667,0.0266666666667
0.5700000000000001,112,291,9,188,0.373333333333,0.03
0.58,115,291,9,185,0.383333333333,0.03
0.59,123,290,10,177,0.41,0.0333333333333
0.6,126,290,10,174,0.42,0.0333333333333
0.61,129,290,10,171,0.43,0.0333333333333
0.62,131,290,10,169,0.436666666667,0.0333333333333
0.63,137,290,10,163,0.456666666667,0.0333333333333
0.64,141,289,11,159,0.47,0.0366666666667
0.65,145,287,13,155,0.483333333333,0.0433333333333
0.66,149,287,13,151,0.496666666667,0.0433333333333
0.67,153,287,13,147,0.51,0.0433333333333
0.68,157,287,13,143,0.523333333333,0.0433333333333
0.6900000000000001,158,286,14,142,0.526666666667,0.0466666666667
0.7000000000000001,161,286,14,139,0.536666666667,0.0466666666667
0.71,162,285,15,138,0.54,0.05
0.72,163,285,15,137,0.543333333333,0.05
0.73,166,282,18,134,0.553333333333,0.06
0.74,168,281,19,132,0.56,0.0633333333333
0.75,172,281,19,128,0.573333333333,0.0633333333333
0.76,176,281,19,124,0.586666666667,0.0633333333333
0.77,177,280,20,123,0.59,0.0666666666667
0.78,181,277,23,119,0.603333333333,0.0766666666667
0.79,185,277,23,115,0.616666666667,0.0766666666667
0.8,186,274,26,114,0.62,0.0866666666667
0.81,188,274,26,112,0.626666666667,0.0866666666667
0.8200000000000001,191,272,28,109,0.636666666667,0.0933333333333
0.8300000000000001,194,272,28,106,0.646666666667,0.0933333333333
0.84,197,272,28,103,0.656666666667,0.0933333333333
0.85,199,270,30,101,0.663333333333,0.1
0.86,205,268,32,95,0.683333333333,0.106666666667
0.87,207,266,34,93,0.69,0.113333333333
0.88,214,266,34,86,0.713333333333,0.113333333333
0.89,214,266,34,86,0.713333333333,0.113333333333
0.9,220,265,35,80,0.733333333333,0.116666666667
0.91,222,263,37,78,0.74,0.123333333333
0.92,223,261,39,77,0.743333333333,0.13
0.93,226,258,42,74,0.753333333333,0.14
0.9400000000000001,233,256,44,67,0.776666666667,0.146666666667
0.9500000000000001,234,254,46,66,0.78,0.153333333333
0.96,235,252,48,65,0.783333333333,0.16
0.97,238,248,52,62,0.793333333333,0.173333333333
0.98,242,247,53,58,0.806666666667,0.176666666667
0.99,244,246,54,56,0.813333333333,0.18
1.0,248,244,56,52,0.826666666667,0.186666666667
1.01,251,242,58,49,0.836666666667,0.193333333333
1.02,253,240,60,47,0.843333333333,0.2
1.03,253,238,62,47,0.843333333333,0.206666666667
1.04,256,235,65,44,0.853333333333,0.216666666667
1.05,257,234,66,43,0.856666666667,0.22
1.06,258,231,69,42,0.86,0.23
1.07,258,230,70,42,0.86,0.233333333333
1.08,260,230,70,40,0.866666666667,0.233333333333
1.09,261,228,72,39,0.87,0.24
1.1,261,225,75,39,0.87,0.25
1.11,262,223,77,38,0.873333333333,0.256666666667
1.12,262,220,80,38,0.873333333333,0.266666666667
1.1300000000000001,264,215,85,36,0.88,0.283333333333
1.1400000000000001,265,212,88,35,0.883333333333,0.293333333333
1.1500000000000001,265,209,91,35,0.883333333333,0.303333333333
1.16,265,205,95,35,0.883333333333,0.316666666667
1.17,266,204,96,34,0.886666666667,0.32
1.18,266,203,97,34,0.886666666667,0.323333333333
1.19,267,201,99,33,0.89,0.33
1.2,269,196,104,31,0.896666666667,0.346666666667
1.21,270,192,108,30,0.9,0.36
1.22,271,190,110,29,0.903333333333,0.366666666667
1.23,273,188,112,27,0.91,0.373333333333
1.24,274,187,113,26,0.913333333333,0.376666666667
1.25,275,187,113,25,0.916666666667,0.376666666667
1.26,276,187,113,24,0.92,0.376666666667
1.27,277,187,113,23,0.923333333333,0.376666666667
1.28,277,186,114,23,0.923333333333,0.38
1.29,280,183,117,20,0.933333333333,0.39
1.3,281,181,119,19,0.936666666667,0.396666666667
1.31,282,179,121,18,0.94,0.403333333333
1.32,282,178,122,18,0.94,0.406666666667
1.33,282,178,122,18,0.94,0.406666666667
1.34,283,175,125,17,0.943333333333,0.416666666667
1.35,283,168,132,17,0.943333333333,0.44
1.36,283,165,135,17,0.943333333333,0.45
1.37,284,164,136,16,0.946666666667,0.453333333333
1.3800000000000001,285,160,140,15,0.95,0.466666666667
1.3900000000000001,285,157,143,15,0.95,0.476666666667
1.4000000000000001,285,153,147,15,0.95,0.49
1.41,285,148,152,15,0.95,0.506666666667
1.42,285,145,155,15,0.95,0.516666666667
1.43,285,144,156,15,0.95,0.52
1.44,286,140,160,14,0.953333333333,0.533333333333
1.45,287,139,161,13,0.956666666667,0.536666666667
1.46,288,136,164,12,0.96,0.546666666667
1.47,291,133,167,9,0.97,0.556666666667
1.48,291,129,171,9,0.97,0.57
1.49,291,128,172,9,0.97,0.573333333333
1.5,291,127,173,9,0.97,0.576666666667
1.51,291,125,175,9,0.97,0.583333333333
1.52,291,124,176,9,0.97,0.586666666667
1.53,291,120,180,9,0.97,0.6
1.54,291,118,182,9,0.97,0.606666666667
1.55,292,114,186,8,0.973333333333,0.62
1.56,292,114,186,8,0.973333333333,0.62
1.57,293,111,189,7,0.976666666667,0.63
1.58,294,109,191,6,0.98,0.636666666667
1.59,294,108,192,6,0.98,0.64
1.6,294,101,199,6,0.98,0.663333333333
1.61,294,98,202,6,0.98,0.673333333333
1.62,295,96,204,5,0.983333333333,0.68
1.6300000000000001,295,94,206,5,0.983333333333,0.686666666667
1.6400000000000001,295,91,209,5,0.983333333333,0.696666666667
1.6500000000000001,296,89,211,4,0.986666666667,0.703333333333
1.6600000000000001,296,86,214,4,0.986666666667,0.713333333333
1.67,296,84,216,4,0.986666666667,0.72
1.68,296,79,221,4,0.986666666667,0.736666666667
1.69,296,78,222,4,0.986666666667,0.74
1.7,297,76,224,3,0.99,0.746666666667
1.71,297,74,226,3,0.99,0.753333333333
1.72,297,73,227,3,0.99,0.756666666667
1.73,297,69,231,3,0.99,0.77
1.74,297,66,234,3,0.99,0.78
1.75,297,61,239,3,0.99,0.796666666667
1.76,297,59,241,3,0.99,0.803333333333
1.77,297,59,241,3,0.99,0.803333333333
1.78,297,59,241,3,0.99,0.803333333333
1.79,297,57,243,3,0.99,0.81
1.8,297,55,245,3,0.99,0.816666666667
1.81,297,53,247,3,0.99,0.823333333333
1.82,297,51,249,3,0.99,0.83
1.83,297,49,251,3,0.99,0.836666666667
1.84,297,47,253,3,0.99,0.843333333333
1.85,297,46,254,3,0.99,0.846666666667
1.86,297,45,255,3,0.99,0.85
1.87,298,41,259,2,0.993333333333,0.863333333333
1.8800000000000001,299,40,260,1,0.996666666667,0.866666666667
1.8900000000000001,299,38,262,1,0.996666666667,0.873333333333
1.9000000000000001,299,37,263,1,0.996666666667,0.876666666667
1.9100000000000001,299,36,264,1,0.996666666667,0.88
1.92,299,36,264,1,0.996666666667,0.88
1.93,299,32,268,1,0.996666666667,0.893333333333
1.94,299,31,269,1,0.996666666667,0.896666666667
1.95,299,30,270,1,0.996666666667,0.9
1.96,300,30,270,0,1.0,0.9
1.97,300,29,271,0,1.0,0.903333333333
1.98,300,28,272,0,1.0,0.906666666667
1.99,300,26,274,0,1.0,0.913333333333
2.0,300,26,274,0,1.0,0.913333333333
2.0100000000000002,300,22,278,0,1.0,0.926666666667
2.02,300,19,281,0,1.0,0.936666666667
2.0300000000000002,300,18,282,0,1.0,0.94
2.04,300,17,283,0,1.0,0.943333333333
2.05,300,17,283,0,1.0,0.943333333333
2.06,300,17,283,0,1.0,0.943333333333
2.07,300,16,284,0,1.0,0.946666666667
2.08,300,15,285,0,1.0,0.95
2.09,300,14,286,0,1.0,0.953333333333
2.1,300,14,286,0,1.0,0.953333333333
2.11,300,13,287,0,1.0,0.956666666667
2.12,300,13,287,0,1.0,0.956666666667
2.13,300,13,287,0,1.0,0.956666666667
2.14,300,13,287,0,1.0,0.956666666667
2.15,300,12,288,0,1.0,0.96
2.16,300,9,291,0,1.0,0.97
2.17,300,9,291,0,1.0,0.97
2.18,300,8,292,0,1.0,0.973333333333
2.19,300,7,293,0,1.0,0.976666666667
2.2,300,7,293,0,1.0,0.976666666667
2.21,300,7,293,0,1.0,0.976666666667
2.22,300,7,293,0,1.0,0.976666666667
2.23,300,7,293,0,1.0,0.976666666667
2.24,300,5,295,0,1.0,0.983333333333
2.25,300,4,296,0,1.0,0.986666666667
2.2600000000000002,300,4,296,0,1.0,0.986666666667
2.27,300,4,296,0,1.0,0.986666666667
2.2800000000000002,300,3,297,0,1.0,0.99
2.29,300,3,297,0,1.0,0.99
2.3000000000000003,300,3,297,0,1.0,0.99
2.31,300,3,297,0,1.0,0.99
2.32,300,0,300,0,1.0,1.0
4.0,300,0,300,0,1.0,1.0
